,Dictyota.dichotoma,Halopteris.filicina,Lobophora.variegata,Pseudolithoderma.adriaticum,Acrothamnion.preissii,Corallina.elongata,Hildenbrandia.crouaniorum,Lithophyllum.cabiochae,Lithophyllum.stictaeforme,Mesophyllum.alternans,Neogoniolithon.brassica.florida,Peyssonnelia.bornetii,Peyssonnelia.rosa.marina,Peyssonnelia.rubra,Peyssonnelia.squamaria,Palmophyllum.crassum,Acanthella.acuta,Agelas.oroides,Axinella.damicornis,Chondrilla.nucula,Chondrosia.reniformis,Clathrina.contorta,Clathrina.clathrus,Clathrina.taronja,Cliona.celata,Cliona.viridis,Corticium.candelabrum,Crambe.crambe,Crambe.taillezii,Crella.cf.incrustans,Dendroxea.lenis,Desmanthus.incrustans,Diplastrella.bistellata,Diplastrella.bistellata2,Dysidea.avara,Eurypon.sp,Haliclona.mucosa,Hemimycale.columella,Hymedesmia.sp,Ircinia.variabilis,Ircinia.oros,Ircinia.sp,Merlia.normani,Merlia.deficiens,Merlia.lipoclavidisca,Mycale cf.,Petrosia.ficiformis,Phorbas.tenacior,Pleraplysilla.spinifera,Raspaciona.aculeata,Spirastrella.cunctatrix,Spirastrella.magica,Spongia.virgultosa,Sycon.elegans,Terpios.fugax,Tethya.aurantium,Astroides.calycularis,Caryophyllia.inornata,Eudendrium.sp,Hidrozoa.unidentified,Hoplangia.durotrix,Leptopsammia.pruvoti,Madracis.pharensis,Polycyathus.muellerae,Bugulina.flabellata,Bugulina.calathus,Celleporina.caminata,Crisia.sp,Lichenopora.radiata,Myriapora.truncata,Pentapora.ottomuelleriana,Pherusella.cf.tubulosa ,Puellina.radiata,Reptadeonella.violacea,Reteporella.grimaldii,Rhynchozoon.bispinosum,Schizoporella.cf.errata,Bonellia.viridis,Protula.sp,Sabella.spallanzani,Salmacina.dysteri,Serpula.sp,Spirobranchus.sp,Prostheceraeus.roseus,Arca.noae,Hexaplex.trunculus,Mytilus.galloprovincialis,Rocellaria.dubia,Tarantinea.lignarius,Thais.haemastoma,Thylacodes.arenarius,Arbacia.lixula,Echinaster.sepositus,Ophiothrix.fragilis,Miniacina.miniacea,Balanus.sp,Clibanarius.erythropus,Dromia.personata,Cystodites.dellechiajei,Didemnidae.gros.blanc,Didemnum.sp,Diplosoma.spongiforme,Eudistoma.banyulense,Lissoclinum.perforatum,Polysyncraton.lacazei,Polysyncraton.lacazei.elegans,Pycnoclavella.blanca,Pyura.dura,Turf,Bare.substrate
29V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46153846,1.923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,23.07692308
30V3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20
31V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,8.333333333,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,10,0,0,0,0,0,0,0,0,13.33333333
32V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333
33V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.53191489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0212766,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.255319149,0,0,0,0,0,0,0,0,0,0,0,0,0,31.91489362
34V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
35V3,0,0,0,0,0,0,0,0,0,0,0,2.222222222,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77777778,0,0,0,0,0,0,0,8.888888889,0,4.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333
36V3,0,0,0,0,0,0,0,0,0,0,0,2.173913043,10.86956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.47826087,0,0,0,13.04347826,0,0,0,4.347826087,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39130435
37V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.30434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73913043,10.86956522,0,0,2.173913043,0,21.73913043,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.59016393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.278688525,0,0,0,0,13.1147541,0,0,0,3.278688525,0,0,3.278688525,0,16.39344262,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.67213115
39V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.26086957,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7826087,0,0,0,8.695652174,0,0,0,2.173913043,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39130435
40V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.13043478,0,0,0,0,0,0,0,6.52173913,0,6.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.60869565
41V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,22,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
42V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88888889,0,0,2.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.88888889,0,0,0,2.777777778,0,2.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88888889
43V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51351351,0,0,2.702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.54054054,0,0,0,0,0,2.702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,5.405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.13513514
44V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.81081081,37.83783784,0,0,5.405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.72972973
45V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,54.76190476,0,0,0,0,0,23.80952381,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.60606061,0,3.03030303,0,6.060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818
47V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.64705882,2.941176471,0,0,0,5.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882352941,5.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,58.82352941
48V3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564102564,35.8974359,0,0,0,0,2.564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,5.128205128,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.15384615
1A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.208333333,5.208333333,0,0,0,0,0,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,5.208333333,0,0,0,0,0,0,1.041666667,3.125,0,0,0,1.041666667,0,12.5,10.41666667,0,0,10.41666667,0,0,0,0,4.166666667,7.291666667,0,0,0,0,0,3.125,0,8.333333333,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.41666667,0,0,0,0,0,0,0,0,0,0,0
2A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692,0,0,1.923076923,0,0,0,0,0,0,0,0,7.692307692,0,0,0,0,0,0,0,11.53846154,0,0,0,0,0,0,0,0,1.923076923,0,0,4.807692308,0,0,0,0,0,7.692307692,9.615384615,0,0,9.615384615,0,0,0,0,9.615384615,9.615384615,0,0,0,0,0,2.884615385,0,0,0,0,0,0,0,0,0,5.769230769,0,0,0,0,0,0,0,0,0,0,0,1.923076923,0,0,0,7.692307692,0,0,0,0,0,0,0,0,0,0,0
3A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.81081081,0,0,0,0,0,0,0,20.27027027,0,0,0,0,0,0,0,0,0,0,0,10.81081081,0,0,0,0,0,9.459459459,13.51351351,0,0,5.405405405,0,0,0,0,5.405405405,5.405405405,5.405405405,0,0,1.351351351,0,0,0,4.054054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.108108108,0,0,0,0,0,0,0,0,0,0,0
4A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.434782609,0,0,0,1.086956522,8.695652174,0,0,11.95652174,0,0,0,4.347826087,0,0,0,6.52173913,0,0,0,1.086956522,0,0,0,0,0,11.95652174,10.86956522,0,0,2.173913043,0,0,0,0,8.695652174,5.434782609,4.347826087,0,0,6.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173913043,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0
5A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.938271605,0,0,0,0,0,12.34567901,0,0,0,0,0,0,1.234567901,18.51851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34567901,0,0,0,0,4.938271605,0,0,0,0,0,0,0,3.703703704,4.938271605,4.938271605,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234567901,0,1.234567901,0,0,0,7.407407407,0,0,0,0,0,0,0,0,0,0,0
6A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.07692308,0,0,0,0,0,4.615384615,0,0,10.76923077,0,0,0,0,0,7.692307692,7.692307692,0,0,3.076923077,0,0,0,0,6.153846154,3.076923077,3.076923077,0,0,13.84615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538461538,0,0,0,0,0,0,0,15.38461538,0,0,0,0,0,0,0,0,0,0,0
7A3a,0,6.756756757,0,0,0,0,0,0,8.108108108,0,0,0,0,0,0,0,0,2.702702703,0,0,0,0,0,0,0,0,0,6.756756757,0,0,0,0,5.405405405,0,1.351351351,4.054054054,0,0,0,0,0,0,0,0,10.81081081,0,0,2.702702703,0,0,0,0,0,0,0,0,6.756756757,6.756756757,0,0,0,0,0,0,0,6.756756757,2.702702703,5.405405405,0,0,5.405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.054054054,0,0,0,13.51351351,0,0,0,0,0,0,0,0,0,0,0
8A3a,0,0,0,0,0,0,0,0,0,18.18181818,0,0,0,0,0,3.896103896,0,0,12.98701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.493506494,0,0,1.298701299,0,0,0,0,0,0,0,0,5.194805195,0,0,6.493506494,0,2.597402597,0,0,0,0,0,0,0,0,0,0,0,0,16.88311688,2.597402597,10.38961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.194805195,0,0,0,7.792207792,0,0,0,0,0,0,0,0,0,0,0
9A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,6,4,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
10A3a,1.428571429,7.142857143,1.428571429,0,5.714285714,0,0,0,7.142857143,0,11.42857143,0,0,5.714285714,0,4.285714286,0,2.857142857,2.857142857,0,30,0,0,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,5.714285714,0,0,0,0,1.428571429,0,0,0,0,0,0
11A3a,0,7.462686567,1.492537313,0,0,0,20.89552239,0,11.94029851,10.44776119,0,0,0,2.985074627,0,2.985074627,0,2.985074627,2.985074627,0,0,0,0,0,0,0,0,5.970149254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.970149254,0,0,0,0,0,0,0,0,0,0,0,0,7.462686567,0,0,0,0,0,0,0,0,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.92537313,0
12A3a,0,0,0,0,0,0,10.60606061,0,12.12121212,10.60606061,0,0,18.18181818,0,0,27.27272727,0,0,0,0,0,0,0,0,0,0,0,7.575757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.60606061,0,0,0,0,0,0,0,3.03030303,0
13A3a,0,0,0,0,0,0,5.882352941,0,23.52941176,0,0,0,14.70588235,0,0,0,0,0,0,0,0,0,0,0,7.352941176,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470588235,0,0,13.23529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.352941176,2.941176471,7.352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.823529412,0
14A3a,0,8.333333333,0,0,0,0,8.333333333,0,13.33333333,5,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66666667,0,0,0,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0
15A3a,0,7.692307692,0,0,0,0,7.692307692,0,12.30769231,0,0,0,15.38461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692,0,0,1.538461538,0,0,0,1.538461538,0,0,0,0,0,0,0,0,0,0,0,15.38461538,0,3.076923077,0,3.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.30769231,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,9.230769231,0
16A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.47191011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.48314607,0,0,0,0,0,0,0,0,0,0,0,2.247191011,6.741573034,0,0,6.741573034,0,0,0,0,0,5.617977528,0,0,0,17.97752809,0,0,0,0,0,0,0,0,0,3.370786517,0,4.494382022,0,0,0,0,0,0,0,0,0,0,0,0,11.23595506,0,0,5.617977528,0,0,0,0,0,0,0,0,0,0,0
17A3a,0,0,0,0,0,0,0,0,4.819277108,0,0,0,0,0,0,1.204819277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.228915663,0,0,24.09638554,0,0,0,0,0,0,0,0,0,4.819277108,0,0,4.819277108,0,0,0,0,0,0,0,0,0,13.25301205,0,0,0,0,0,0,0,0,0,2.409638554,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409638554,1.204819277,0,0,14.45783133,0,19.27710843,0,0,0,0,0,0,0,0,0
18A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0877193,0,17.54385965,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50877193,0,0,0,0,0,7.01754386,0,0,0,1.754385965,0,3.50877193,0,0,0,0,0,0,0,7.01754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.03508772,0,5.263157895,0,0,0,0,0,0,0,0,0
19A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0877193,0,0,0,0,0,0,3.50877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01754386,0,0,0,0,0,7.01754386,0,0,0,0,0,3.50877193,7.01754386,0,0,3.50877193,0,0,0,0,7.01754386,8.771929825,3.50877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.03508772,0,0,0,0,0,0,0,0,0,0,0
20A3a,0,0,0,0,0,0,15.38461538,0,0,30.76923077,0,0,12.30769231,0,0,4.615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.153846154,0,6.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076923077,0,0,0,7.692307692,0,9.230769231,0,0,0,0,0,0,0,3.076923077,0
21A3a,0,0,0,0,0,0,23.80952381,0,0,15.87301587,0,0,0,6.349206349,0,12.6984127,0,0,0,0,0,0,0,0,7.936507937,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.349206349,0,6.349206349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.349206349,0,0,0,0,0,0,0,0,0,0,0,0,0,6.349206349,0
22A3a,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,28.125,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,1.5625,0,0,0,23.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
23A3a,0,0,0,0,0,0,0,0,7.936507937,0,0,1.587301587,0,0,0,0,7.936507937,0,0,0,15.87301587,0,0,0,0,0,0,0,0,0,0,0,0,0,3.174603175,0,0,0,0,0,0,0,0,0,14.28571429,0,0,6.349206349,0,0,11.11111111,0,0,0,0,0,0,1.587301587,0,0,1.587301587,0,0,0,0,0,1.587301587,0,0,0,11.11111111,0,1.587301587,0,0,0,0,0,0,0,0,0,3.174603175,0,0,0,0,0,0,0,0,0,0,0,6.349206349,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0
24A3a,0,0,0,0,0,0,0,0,7.8125,0,0,1.5625,0,0,0,0,7.8125,7.8125,7.8125,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,0,0,0,0,0,34.375,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0
25A3a,0,0,0,0,0,0,8.333333333,0,0,11.11111111,0,0,0,0,0,1.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388888889,1.388888889,0,0,0,0,0,0,0,13.88888889,0,13.88888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555556,0,12.5,0,0,0,0,0,0,0,2.777777778,0
26A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,12.12121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.060606061,1.515151515,3.03030303,0,0,4.545454545,0,3.03030303,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.060606061,0,6.060606061,0,0,0,0,0,0,0,4.545454545,0
27A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.259259259,9.259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.259259259,0,0,0,0,0,0,0,0,0,0,0,1.851851852,5.555555556,0,0,0,0,0,0,0,0,0,0,1.851851852,0,1.851851852,0,0,7.407407407,0,3.703703704,0,0,1.851851852,0,0,0,0,3.703703704,0
28A3a,0,0,0,0,0,0,0,0,6.493506494,0,0,0,3.896103896,0,0,3.896103896,0,0,15.58441558,0,0,0,0,0,0,0,0,2.597402597,0,0,3.896103896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.597402597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.194805195,0,19.48051948,0,10.38961039,12.98701299,0,0,0,5.194805195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298701299,1.298701299,0,0,0,0,0,5.194805195,0,0,0,0,0,0,0,0,0,0,0
