,Dictyota.dichotoma,Halopteris.filicina,Lobophora.variegata,Pseudolithoderma.adriaticum,Acrothamnion.preissii,Corallina.elongata,Hildenbrandia.crouaniorum,Lithophyllum.cabiochae,Lithophyllum.stictaeforme,Mesophyllum.alternans,Neogoniolithon.brassica.florida,Peyssonnelia.bornetii,Peyssonnelia.rosa.marina,Peyssonnelia.rubra,Peyssonnelia.squamaria,Palmophyllum.crassum,Acanthella.acuta,Agelas.oroides,Axinella.damicornis,Chondrilla.nucula,Chondrosia.reniformis,Clathrina.contorta,Clathrina.clathrus,Clathrina.taronja,Cliona.celata,Cliona.viridis,Corticium.candelabrum,Crambe.crambe,Crambe.taillezii,Crella.cf.incrustans,Dendroxea.lenis,Desmanthus.incrustans,Diplastrella.bistellata,Diplastrella.bistellata2,Dysidea.avara,Eurypon.sp,Haliclona.mucosa,Hemimycale.columella,Hymedesmia.sp,Ircinia.variabilis,Ircinia.oros,Ircinia.sp,Merlia.normani,Merlia.deficiens,Merlia.lipoclavidisca,Mycale cf.,Petrosia.ficiformis,Phorbas.tenacior,Pleraplysilla.spinifera,Raspaciona.aculeata,Spirastrella.cunctatrix,Spirastrella.magica,Spongia.virgultosa,Sycon.elegans,Terpios.fugax,Tethya.aurantium,Astroides.calycularis,Caryophyllia.inornata,Eudendrium.sp,Hidrozoa.unidentified,Hoplangia.durotrix,Leptopsammia.pruvoti,Madracis.pharensis,Polycyathus.muellerae,Bugulina.flabellata,Bugulina.calathus,Celleporina.caminata,Crisia.sp,Lichenopora.radiata,Myriapora.truncata,Pentapora.ottomuelleriana,Pherusella.cf.tubulosa ,Puellina.radiata,Reptadeonella.violacea,Reteporella.grimaldii,Rhynchozoon.bispinosum,Schizoporella.cf.errata,Bonellia.viridis,Protula.sp,Sabella.spallanzani,Salmacina.dysteri,Serpula.sp,Spirobranchus.sp,Prostheceraeus.roseus,Arca.noae,Hexaplex.trunculus,Mytilus.galloprovincialis,Rocellaria.dubia,Tarantinea.lignarius,Thais.haemastoma,Thylacodes.arenarius,Arbacia.lixula,Echinaster.sepositus,Ophiothrix.fragilis,Miniacina.miniacea,Balanus.sp,Clibanarius.erythropus,Dromia.personata,Cystodites.dellechiajei,Didemnidae.gros.blanc,Didemnum.sp,Diplosoma.spongiforme,Eudistoma.banyulense,Lissoclinum.perforatum,Polysyncraton.lacazei,Polysyncraton.lacazei.elegans,Pycnoclavella.blanca,Pyura.dura,Turf,Bare.substrate
29A3a,0,0,0,0,0,0,0,0,7.920792079,1.98019802,0,0,10.89108911,0,0,0.99009901,0,0,0.99009901,0,0,0,0,0,0,0,0,1.98019802,0,0,7.920792079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97029703,0,4.95049505,0,0,0,6.930693069,0,0,0,0,9.900990099,3.96039604,13.86138614,0,19.8019802,0,0,0,0,3.96039604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30A3a,0,0,0,0,0,0,0,0,0,6.329113924,0,0,0,0,0,2.53164557,2.53164557,0,10.12658228,0,0,0,0,0,0,0,0,5.063291139,0,0,8.860759494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53164557,2.53164557,0,0,0,0,0,0,0,0,0,6.329113924,0,0,0,0,0,0,0,0,7.594936709,0,17.72151899,0,7.594936709,18.98734177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.265822785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31A3a,0,0,0,0,0,0,0,0,9.016393443,0,0,0,4.098360656,0,0,0.819672131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.737704918,8.196721311,0,0,8.196721311,0,0,0,2.459016393,0,0,4.098360656,0,0,8.196721311,0,0,0,0,4.918032787,12.29508197,4.918032787,0,6.557377049,8.196721311,0,0,0,3.278688525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.098360656,0,0,4.918032787,0,0,0,0,0,0,0,0,0,0,0
32A3a,0,0,0,0,7.766990291,0,0,0,9.708737864,2.912621359,0,0,5.825242718,1.941747573,0,2.912621359,0,3.883495146,0.970873786,0,0,0,0,0,0,0,0,5.825242718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.854368932,5.825242718,0,0,1.941747573,0,0,0,1.941747573,0,0,0,0,0,9.708737864,0,0,0,0,7.766990291,7.766990291,7.766990291,0,4.854368932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.825242718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33A3a,0,0,0,0,0,0,2.272727273,0,5.681818182,9.090909091,3.409090909,0,17.04545455,0,0,1.136363636,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136363636,0,0,0,0,0,0,0,2.272727273,0,0,4.545454545,0,0,4.545454545,0,0,0,0,4.545454545,6.818181818,4.545454545,0,13.63636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.818181818,0,0,0,7.954545455,0,0,0,0,0,0,0,0,0,0,0
34A3a,0,0,0,0,0,0,4.081632653,0,0,3.06122449,0,0,4.081632653,0,0,2.040816327,0,5.102040816,2.040816327,0,18.36734694,0,0,0,0,0,0,1.020408163,0,0,0,0,12.24489796,0,0,0,0,0,0,0,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0,0,4.081632653,1.020408163,0,2.040816327,0,0,3.06122449,0,0,0,0,5.102040816,8.163265306,5.102040816,0,4.081632653,7.142857143,0,0,0,0,0,0,0,0,2.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020408163,0,3.06122449,0,0,0,0,0,0,0,0,0
35A3a,0,0,0,0,4,0,0,0,16,0,0,0,13,1,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,8,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0
36A3a,0,0,0,0,16,0,0,0,13.33333333,0,2.666666667,0,13.33333333,0,0,12,0,0,2.666666667,0,0,0,0,0,0,0,0,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.333333333,0,9.333333333,0,5.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0
37A3a,0,0,0,0,10,0,0,0,6.25,6.25,0,0,7.5,0,0,3.75,0,6.25,5,0,0,0,0,0,0,0,0,6.25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,2.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
38A3a,0,0,0,0,12.30769231,0,0,0,20,0,0,0,13.84615385,0,0,9.230769231,0,3.076923077,1.538461538,0,13.84615385,0,0,0,0,0,0,0,0,0,3.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.153846154,0,6.153846154,0,0,3.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692307692,0,0,0,0,0,0,0,0,0,0,0,0
39A3a,0,0,0,5,0,0,5,0,10,0,0,0,7.5,0,0,7.5,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,7.5,0,0,6.25,0,0,0,0,0,10,0,0,0,1.25,0,0,0,0,5,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
40A3a,0,0,0,0,0,0,2.857142857,0,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0,7.142857143,0,0,0,0,0,1.428571429,0,0,4.285714286,0,7.142857143,0,1.428571429,0,0,0,0,0,0,0,1.428571429,0,7.142857143,0,0,0,0,0,31.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42857143,7.142857143,0,0,1.428571429,0,2.857142857,0,0,0,0,0,0,0,2.857142857,0
41A3a,0,0,0,0,0,0,0,0,0,0,1.834862385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.587155963,0,0,1.834862385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76146789,5.504587156,0,0,9.174311927,0,0,0,0,0,7.339449541,3.669724771,0,0,7.339449541,0,0,0,0,3.669724771,9.174311927,5.504587156,0,9.174311927,5.504587156,5.504587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.422018349,0,0,0,0,0,0,0,0,0,0,0
42A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.849315068,0,0,0,0,0,6.849315068,0,0,2.739726027,0,6.849315068,6.849315068,0,0,0,0,0,0,0,0,0,0,6.849315068,0,21.91780822,0,0,0,16.43835616,0,0,0,0,0,5.479452055,0,0,0,2.739726027,0,0,0,0,0,2.739726027,2.739726027,0,0,0,0,0,0,0,0,0,0,2.739726027,1.369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.849315068,0
43A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.84210526,0,0,0,0,0,0,0,0,0,0,0,0,2.631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.36842105,0,0,0,7.894736842,0,0,0,0,0,0,5.263157895,0,0,5.263157895,0,0,0,0,5.263157895,10.52631579,5.263157895,0,10.52631579,0,2.631578947,0,0,0,0,0,0,0,1.315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631578947,0,0,0,0,0,0,0,0,0,6.578947368,0
44A3a,0,0,0,0,0,0,0,0,0,8.988764045,0,0,4.494382022,0,0,1.123595506,0,0,0,0,0,5.617977528,0,0,0,0,0,0,0,0,0,0,5.617977528,0,0,0,0,0,0,0,0,0,0,0,0,0,7.865168539,0,0,0,5.617977528,0,0,0,0,0,8.988764045,0,0,0,0,0,0,0,0,0,2.247191011,0,0,22.47191011,11.23595506,0,0,0,0,0,0,0,0,0,2.247191011,0,0,0,0,0,0,0,0,0,0,0,0,0,4.494382022,0,0,0,5.617977528,0,0,0,0,0,0,0,0,0,3.370786517,0
45A3a,0,0,0,0,0,0,2.5,0,0,10,1.25,0,10,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.5,0,0,2.5,0,0,0,0,0,12.5,0,0,22.5,0,0,3.75,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.5,0,0,0,0,0,0,0,0,0
46A3a,0,0,0,0,0,0,4.347826087,0,0,6.52173913,0,0,6.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.47826087,6.52173913,0,0,7.608695652,0,0,0,0,0,0,0,0,0,5.434782609,0,4.347826087,0,0,0,0,0,0,0,0,0,3.260869565,0,0,0,0,0,0,0,0,0,0,0,0,13.04347826,0,0,21.73913043,0,0,0,0,0,0,0,0,0,0,0
47A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,0,0,0,0,0,0,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,8,0,0,12,0,0,0,0,0,5.333333333,0,0,5.333333333,13.33333333,0,0,2.666666667,0,0,0,0,0,0,5.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.66666667,0,0,0,0,0,0,0,0,0,0,0
48A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.424778761,0,0,0,0,0,0,0,2.654867257,0,0,0,0,0,7.079646018,0,0,7.079646018,0,0,0,0,0,0,0,0,13.27433628,8.849557522,0,0,17.69911504,0,0,0,0,0,13.27433628,0,0,0,0,0,10.61946903,0,0,0,0,0,0,0,0,0,8.849557522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.194690265,0,0,0,0,0,0,0,0,0,0,0
49A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,11.36363636,0,0,0,0,0,0,0,0,0,9.090909091,11.36363636,0,0,10.22727273,0,0,0,0,0,9.090909091,0,0,0,11.36363636,0,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,0,0,0,10.22727273,0,0,0,0,0,0,0,0,0,0,0
50A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739726027,0,10.95890411,6.849315068,0,0,0,0,0,0,0,0,0,0,30.1369863,0,0,0,1.369863014,0,13.69863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739726027,0,0,0,0,0,2.739726027,0,5.479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.69863014,0,0,8.219178082,0,0,0,0,1.369863014,0,0,0,0,0,0
51A3a,1.086956522,0,1.086956522,0,0,0,0,0,0,0,0,5.434782609,0,0,0,0,0,2.173913043,0,0,0,5.434782609,0,0,0,0,0,0,0,0,3.260869565,0,13.04347826,0,0,0,0,0,0,0,0,0,0,0,17.39130435,0,0,0,1.086956522,0,16.30434783,0,2.173913043,0,0,0,4.347826087,2.173913043,0,0,1.086956522,5.434782609,5.434782609,0,0,0,3.260869565,0,0,0,0,0,0,0,0,0,0,0,2.173913043,0,0,1.086956522,0,0,0,0,0,0,0,0,0,0,0,5.434782609,0,0,0,0,0,0,0,0,0,1.086956522,0,0,0,0,0,0
52A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.301075269,0,0,0,0,0,0,0,0,0,0,0,0,0,5.376344086,0,22.58064516,0,0,0,8.602150538,0,0,0,0,0,5.376344086,3.225806452,0,0,6.451612903,5.376344086,5.376344086,0,0,0,6.451612903,0,0,0,10.75268817,0,3.225806452,0,4.301075269,0,0,1.075268817,0,1.075268817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.301075269,0,0,0,0,0,0,0,0,0,0,0,0,0,2.150537634,0
53A3a,1.298701299,0,1.298701299,0,0,0,0,0,0,0,0,6.493506494,0,0,0,0,0,0,0,0,0,6.493506494,0,0,0,0,0,0,0,0,7.792207792,0,10.38961039,0,0,0,0,0,0,0,0,0,0,0,25.97402597,0,0,0,0,0,10.38961039,0,2.597402597,0,0,0,6.493506494,0,0,0,0,0,0,0,0,0,0,0,0,0,6.493506494,0,0,0,0,0,0,0,0,2.597402597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.194805195,0,0,1.298701299,0,5.194805195,0,0,0,0,0,0,0,0,0
54A3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.20430108,0,0,0,0,0,0,0,0,0,16.12903226,6.451612903,0,0,13.97849462,0,0,8.602150538,0,0,12.90322581,0,0,0,8.602150538,0,3.225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.301075269,2.150537634,0,0,3.225806452,0,0,0,0,0,0,0,0,0,0,0
1A3b,0,0,0,0,0,0,0,2.5,2.5,2.5,0,0,2.5,0,2.5,0,0,0,0,0,0,13.75,0,0,0,0,0,13.75,0,0,0,0,0,0,0,0,0,5,0,0,0,0,17.5,0,0,0,0,3.75,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,20,0,0,0,0,1.25,0,0,0,0,0,0
2A3b,0,0,0,0,0,0,0,2.53164557,2.53164557,2.53164557,12.65822785,0,2.53164557,0,2.53164557,0,0,0,0,0,0,12.65822785,0,0,0,0,0,7.594936709,0,6.329113924,0,0,0,0,0,0,0,0,0,2.53164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53164557,1.265822785,0,0,0,0,0,0,0,6.329113924,0,12.65822785,0,0,0,0,0,0,0,0,0,8.860759494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.594936709,0,0,5.063291139,0,0,0,0,1.265822785,0,0,0,0,0,0
3A3b,0,0,0,0,0,0,0,0,0,0,12.04819277,0,0,0,0,0,0,0,0,0,0,3.614457831,0,0,0,0,0,14.45783133,0,2.409638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409638554,0,0,0,0,0,0,0,0,0,0,0,1.204819277,0,0,0,0,0,0,0,0,6.024096386,0,24.09638554,0,0,0,0,6.024096386,0,0,0,0,1.204819277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.84337349,0,0,12.04819277,0,0,3.614457831,0,0,0,0,0,0,0,0
4A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.53846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.153846154,0,0,0,0,1.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38461538,0,0,0,0,7.692307692,0,0,0,0,1.538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.76923077,0,0,15.38461538,0,0,0,0,0,0,0,0,0,0,0
5A3b,0,0,0,0,0,0,0,0,0,0,5.494505495,0,0,0,0,5.494505495,0,0,0,0,0,0,0,0,0,0,0,6.593406593,4.395604396,0,0,0,6.593406593,0,0,0,0,2.197802198,0,0,0,0,0,0,16.48351648,0,0,2.197802198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.494505495,0,5.494505495,0,0,0,15.38461538,0,0,0,0,0,0,0,0,0,3.296703297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.98901099,0,0,9.89010989,0,0,0,0,0,0,0,0,0,0,0
6A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.633802817,0,0,0,0,0,2.816901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.08450704,0,14.08450704,0,0,0,28.16901408,0,0,0,0,0,0,0,0,0,21.12676056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.26760563,0,0,0,1.408450704,0,0,0,0,0,0,0
7A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42857143,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42857143,0,0,0,0,0,0,0,0,0,15.71428571,0,8.571428571,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,8.571428571,0,0,0,0,0,0,0,0,0,0,0
8A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.95121951,0,0,8.536585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19512195,0,12.19512195,0,0,0,18.29268293,0,0,0,0,0,0,0,0,0,1.219512195,0,2.43902439,0,0,0,0,0,0,0,0,0,0,0,0,20.73170732,0,0,1.219512195,0,0,0,1.219512195,0,0,0,0,0,0,0
9A3b,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,22.5,0,0,0,0,0,0,0,0,0,11.25,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0
10A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.849315068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.849315068,0,0,0,2.739726027,5.479452055,0,0,0,0,0,0,0,0,0,6.849315068,2.739726027,6.849315068,0,0,0,27.39726027,0,0,0,0,0,0,0,0,0,4.109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.849315068,0,0,0,0,0,0,4.109589041,0,13.69863014,5.479452055,0,0,0,0
11A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.494505495,0,0,0,0,2.197802198,0,4.395604396,0,0,0,0,1.098901099,4.395604396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.494505495,0,0,0,2.197802198,3.296703297,0,0,0,0,0,0,0,0,0,5.494505495,2.197802198,5.494505495,0,0,0,19.78021978,0,0,0,0,0,5.494505495,0,0,0,0,0,6.593406593,0,2.197802198,0,0,0,0,0,0,2.197802198,0,0,0,0,0,0,1.098901099,0,0,0,0,0,10.98901099,4.395604396,0,0,5.494505495,0
12A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.376344086,0,0,0,0,3.225806452,0,4.301075269,0,0,0,0,0,4.301075269,0,0,0,0,0,0,0,0,0,4.301075269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.150537634,0,0,1.075268817,0,0,1.075268817,0,0,0,5.376344086,0,10.75268817,0,0,0,16.12903226,0,0,0,0,8.602150538,5.376344086,0,0,0,0,0,3.225806452,0,0,0,0,0,0,0,0,2.150537634,0,0,3.225806452,0,0,0,0,0,0,0,0,0,10.75268817,4.301075269,0,0,4.301075269,0
13A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94029851,0,0,17.91044776,0,0,0,0,0,4.47761194,0,0,0,29.85074627,0,0,0,0,0,0,0,0,0,0,0,29.85074627,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0,0,4.47761194,0,0,0,0,0,0,0,0,0,0,0
14A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739726027,0,0,0,0,0,0,2.739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.369863014,0,0,0,0,16.43835616,0,0,0,0,0,0,0,0,0,16.43835616,4.109589041,0,20.54794521,0,0,0,0,0,0,0,0,0,20.54794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.849315068,0,0,8.219178082,0,0,0,0,0,0,0,0,0,0,0
15A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.896103896,0,0,0,0,0,0,12.98701299,0,0,0,0,0,0,0,0,0,5.194805195,0,2.597402597,0,0,0,0,0,0,0,0,0,0,0,0,2.597402597,0,0,0,0,7.792207792,5.194805195,0,11.68831169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.493506494,6.493506494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38961039,0,0,19.48051948,0,0,0,0,0,0,5.194805195,0,0,0,0
16A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.974358974,0,0,0,0,0,0,0,0,0,2.564102564,0,0,1.282051282,0,6.41025641,0,0,0,0,10.25641026,0,0,0,0,0,0,1.282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846153846,0,0,0,0,6.41025641,6.41025641,0,0,0,5.128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.35897436,0,0,23.07692308,0,0,0,0,0,0,0,0,0,0,0
17A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25641026,0,0,7.692307692,0,0,5.128205128,0,0,0,0,0,0,0,0,2.564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282051282,0,0,0,0,0,0,0,0,0,0,0,0,6.41025641,0,6.41025641,0,0,0,19.23076923,0,0,0,0,0,0,0,0,0,8.974358974,0,0,0,0,0,0,1.282051282,0,0,0,0,0,0,0,10.25641026,0,0,20.51282051,0,0,0,0,0,0,0,0,0,0,0
18A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702702703,0,0,0,0,0,18.91891892,5.405405405,0,1.351351351,0,0,0,0,0,0,8.108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.756756757,0,6.756756757,0,0,0,20.27027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.459459459,0,0,20.27027027,0,0,0,0,0,0,0,0,0,0,0
19A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,0,0,0,0,0,13.33333333,0,0,0,0,0,0,0,0,0,1.333333333,10.66666667,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,6.666666667,0,0,0,0,1.333333333,0,0,0,0,0,0,2.666666667,0,0,0,0,0,0,0,14.66666667,0,0,18.66666667,0,0,0,0,0,0,0,0,0,0,0
20A3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.225352113,0,0,0,9.85915493,0,0,0,0,0,0,0,0,0,0,0,1.408450704,0,0,0,0,1.408450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.16901408,0,0,0,0,11.26760563,0,0,0,0,0,0,0,0,0,0,0,4.225352113,0,0,0,2.816901408,0,0,0,14.08450704,0,0,9.85915493,0,0,0,0,0,7.042253521,5.633802817,0,0,0,0
